DAT|1|1|2017
CMP|11|0|0
PAL|4|3|1|3|1|2017 
PAL|45|2|1|2|1|2017 
PAL|4|7|1|4|1|2017 
PAL|72|3|1|3|1|2017 
PAL|4|8|1|1|3|2017 
PAL|34|9|1|2|3|2017 
PAL|4|10|1|2|1|2017 
PAL|62|10|1|3|1|2017 
PAL|4|11|1|2|2|2017 
PAL|17|5|1|2|1|2017 
PAL|4|4|1|2|1|2017 
PAL|28|5|1|2|1|2017 
PAL|4|7|1|2|2|2017 
PAL|27|8|1|2|1|2017 
PAL|4|4|0|0|0|0 
PAL|26|3|0|0|0|0 
PAL|4|6|0|0|0|0 
PAL|17|2|0|0|0|0 
PAL|4|1|0|0|0|0 
PAL|26|7|0|0|0|0 
KAM|1300|0|2|1|2017
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|3|0|0|0|0 
PAL|17|4|0|0|0|0 
PAL|4|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|3|0|0|0|0 
PAL|17|4|0|0|0|0 
PAL|42|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|11|2|0|0|0|0 
PAL|17|3|0|0|0|0 
PAL|4|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|1|0|0|0|0 
PAL|17|7|0|0|0|0 
PAL|4|9|0|0|0|0 
PAL|26|9|0|0|0|0 
PAL|4|3|0|0|0|0 
PAL|17|4|0|0|0|0 
PAL|4|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|3|0|0|0|0 
PAL|17|4|0|0|0|0 
PAL|42|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|11|2|0|0|0|0 
PAL|17|3|0|0|0|0 
PAL|4|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|1|0|0|0|0 
PAL|17|7|0|0|0|0 
PAL|4|9|0|0|0|0 
PAL|26|9|0|0|0|0 
KAM|1400|0|3|1|2017
PAL|4|3|1|3|1|2017 
PAL|45|2|1|2|1|2017 
PAL|4|7|1|4|1|2017 
PAL|72|3|1|3|1|2017 
PAL|4|8|1|1|3|2017 
PAL|34|9|1|2|3|2017 
PAL|4|10|1|2|1|2017 
PAL|62|10|1|3|1|2017 
PAL|4|11|1|2|2|2017 
PAL|17|5|1|2|1|2017 
PAL|4|4|1|2|1|2017 
PAL|28|5|1|2|1|2017 
PAL|4|7|1|2|2|2017 
PAL|27|8|1|2|1|2017 
PAL|4|4|0|0|0|0 
PAL|26|3|0|0|0|0 
PAL|4|6|0|0|0|0 
PAL|4|3|1|3|1|2017 
PAL|45|2|1|2|1|2017 
PAL|4|7|1|4|1|2017 
PAL|72|3|1|3|1|2017 
PAL|4|8|1|1|3|2017 
PAL|34|9|1|2|3|2017 
PAL|4|10|1|2|1|2017 
PAL|62|10|1|3|1|2017 
PAL|4|11|1|2|2|2017 
PAL|17|5|1|2|1|2017 
PAL|4|4|1|2|1|2017 
PAL|28|5|1|2|1|2017 
PAL|4|7|1|2|2|2017 
PAL|27|8|1|2|1|2017 
PAL|4|4|0|0|0|0 
PAL|26|3|0|0|0|0 
PAL|4|6|0|0|0|0 
PAL|4|3|1|3|1|2017 
PAL|45|2|1|2|1|2017 
PAL|4|7|1|4|1|2017 
PAL|72|3|1|3|1|2017 
PAL|4|8|1|1|3|2017 
PAL|34|9|1|2|3|2017 
PAL|4|10|1|2|1|2017 
PAL|62|10|1|3|1|2017 
PAL|4|11|1|2|2|2017 
PAL|17|5|1|2|1|2017 
PAL|4|4|1|2|1|2017 
PAL|28|5|1|2|1|2017 
PAL|4|7|1|2|2|2017 
PAL|27|8|1|2|1|2017 
PAL|4|4|0|0|0|0 
PAL|26|3|0|0|0|0 
PAL|4|6|0|0|0|0 
PAL|3|2|0|0|0|0 
KAM|1500|0|1|1|2017
PAL|72|3|1|3|1|2017 
PAL|4|8|1|1|3|2017 
PAL|34|9|1|2|3|2017 
PAL|4|10|1|2|1|2017 
PAL|62|10|1|3|1|2017 
PAL|4|11|1|2|2|2017 
PAL|17|5|1|2|1|2017 
PAL|4|4|1|2|1|2017 
PAL|28|5|1|2|1|2017 
PAL|4|7|1|2|2|2017 
PAL|27|8|1|2|1|2017 
PAL|4|4|0|0|0|0 
PAL|26|3|0|0|0|0 
PAL|4|6|0|0|0|0 
PAL|17|2|0|0|0|0 
PAL|4|1|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|10|1|1|2|3|2017
PAL|13|5|1|3|3|2017
PAL|4|3|1|3|3|2017 
PAL|11|4|1|1|3|2017 
PAL|4|5|1|2|3|2017 
PAL|21|6|1|4|5|2017 
PAL|4|7|1|4|3|2017 
PAL|15|8|1|2|3|2017 
PAL|72|3|1|3|1|2017 
PAL|4|8|1|1|3|2017 
PAL|34|9|1|2|3|2017 
PAL|4|10|1|2|1|2017 
PAL|62|10|1|3|1|2017 
PAL|4|11|1|2|2|2017 
PAL|17|5|1|2|1|2017 
PAL|4|4|1|2|1|2017 
PAL|28|5|1|2|1|2017 
PAL|4|7|1|2|2|2017 
PAL|27|8|1|2|1|2017 
PAL|4|4|0|0|0|0 
PAL|26|3|0|0|0|0 
PAL|4|6|0|0|0|0 
PAL|17|2|0|0|0|0 
PAL|4|1|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|10|1|1|2|3|2017
PAL|13|5|1|3|3|2017
PAL|4|3|1|3|3|2017 
PAL|11|4|1|1|3|2017 
PAL|4|5|1|2|3|2017 
PAL|21|6|1|4|5|2017 
PAL|4|7|1|4|3|2017 
PAL|15|8|1|2|3|2017 
KAM|1600|0|6|1|2017
PAL|4|1|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|10|1|1|2|3|2017
PAL|13|5|1|3|3|2017
PAL|4|3|1|3|3|2017 
PAL|11|4|1|1|3|2017 
PAL|4|5|1|2|3|2017 
PAL|21|6|1|4|5|2017 
PAL|4|7|1|4|3|2017 
PAL|15|8|1|2|3|2017 
PAL|72|3|1|3|1|2017 
PAL|4|8|1|1|3|2017 
PAL|34|9|1|2|3|2017 
PAL|4|10|1|2|1|2017 
PAL|62|10|1|3|1|2017 
PAL|4|11|1|2|2|2017 
PAL|17|5|1|2|1|2017 
PAL|4|4|1|2|1|2017 
PAL|28|5|1|2|1|2017 
PAL|4|7|1|2|2|2017 
PAL|27|8|1|2|1|2017 
PAL|4|4|0|0|0|0 
PAL|26|3|0|0|0|0 
PAL|4|6|0|0|0|0 
PAL|17|2|0|0|0|0 
PAL|4|1|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|10|1|1|2|3|2017
PAL|13|5|1|3|3|2017
PAL|4|3|1|3|3|2017 
PAL|11|4|1|1|3|2017 
PAL|4|5|1|2|3|2017 
PAL|21|6|1|4|5|2017 
PAL|4|7|1|4|3|2017 
DOD|Zelda s.r.o.|Sasinkova 23, 841 07, Bratislava|0
KAM|1600|0|8|1|2017
PAL|4|1|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|10|1|1|2|3|2017
PAL|13|5|1|3|3|2017
PAL|4|3|1|3|3|2017 
PAL|11|4|1|1|3|2017 
PAL|4|5|1|2|3|2017 
PAL|21|6|1|4|5|2017 
PAL|4|7|1|4|3|2017 
PAL|15|8|1|2|3|2017 
PAL|72|3|1|3|1|2017 
PAL|4|8|1|1|3|2017 
PAL|34|9|1|2|3|2017 
PAL|4|10|1|2|1|2017 
PAL|62|10|1|3|1|2017 
PAL|4|11|1|2|2|2017 
PAL|17|5|1|2|1|2017 
PAL|4|4|1|2|1|2017 
PAL|28|5|1|2|1|2017 
PAL|4|7|1|2|2|2017 
PAL|27|8|1|2|1|2017 
PAL|4|4|0|0|0|0 
PAL|26|3|0|0|0|0 
PAL|4|6|0|0|0|0 
PAL|17|2|0|0|0|0 
PAL|4|1|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|10|1|1|2|3|2017
PAL|13|5|1|3|3|2017
PAL|4|3|1|3|3|2017 
PAL|11|4|1|1|3|2017 
PAL|4|5|1|2|3|2017 
PAL|21|6|1|4|5|2017 
PAL|4|7|1|4|3|2017 
KAM|160|0|10|1|2017
PAL|4|1|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|10|1|1|2|3|2017
PAL|13|5|1|3|3|2017
PAL|4|3|1|3|3|2017 
PAL|11|4|1|1|3|2017 
PAL|4|5|1|2|3|2017 
PAL|21|6|1|4|5|2017 
PAL|4|7|1|4|3|2017 
PAL|15|8|1|2|3|2017 
PAL|72|3|1|3|1|2017 
PAL|4|8|1|1|3|2017 
PAL|34|9|1|2|3|2017 
PAL|4|10|1|2|1|2017 
PAL|62|10|1|3|1|2017 
PAL|4|11|1|2|2|2017 
PAL|17|5|1|2|1|2017 
PAL|4|4|1|2|1|2017 
PAL|28|5|1|2|1|2017 
PAL|4|7|1|2|2|2017 
PAL|27|8|1|2|1|2017 
PAL|4|4|0|0|0|0 
PAL|26|3|0|0|0|0 
PAL|4|6|0|0|0|0 
PAL|17|2|0|0|0|0 
PAL|4|1|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|10|1|1|2|3|2017
PAL|13|5|1|3|3|2017
PAL|4|3|1|3|3|2017 
PAL|11|4|1|1|3|2017 
PAL|4|5|1|2|3|2017 
PAL|21|6|1|4|5|2017 
PAL|4|7|1|4|3|2017 
KAM|1300|0|3|1|2017
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|3|0|0|0|0 
PAL|17|4|0|0|0|0 
PAL|4|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|3|0|0|0|0 
PAL|17|4|0|0|0|0 
PAL|42|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|11|2|0|0|0|0 
PAL|17|3|0|0|0|0 
PAL|4|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|1|0|0|0|0 
PAL|17|7|0|0|0|0 
PAL|4|9|0|0|0|0 
PAL|26|9|0|0|0|0 
PAL|4|3|0|0|0|0 
PAL|17|4|0|0|0|0 
PAL|4|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|3|0|0|0|0 
PAL|17|4|0|0|0|0 
PAL|42|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|11|2|0|0|0|0 
PAL|17|3|0|0|0|0 
PAL|4|8|0|0|0|0 
PAL|26|7|0|0|0|0 
PAL|40|4|0|0|0|0 
PAL|26|11|0|0|0|0 
PAL|4|1|0|0|0|0 
